"","pwsid","total_violations","dist_enf","dist_vio_type","diff_days_max"
"7991","ME0092630",2,8,2,1223
"7992","ME0092634",1,4,1,2094
"7993","ME0092652",1,4,1,1862
"7994","ME0092654",1,2,1,545
"7995","ME0092661",1,4,1,1862
"7996","ME0092672",2,10,2,89
"7997","ME0092705",1,5,1,30
"7998","ME0092727",1,5,1,29
"7999","ME0092731",3,8,2,988
"8000","ME0092742",2,6,2,292
"8001","ME0092748",1,3,1,921
"8002","ME0092762",4,16,3,330
"8003","ME0092769",1,5,1,30
"8004","ME0093045",1,2,1,1282
"8005","ME0093432",1,3,1,30
"8006","ME0093713",1,2,1,633
"8007","ME0093847",1,4,1,91
"8008","ME0093862",1,2,1,401
"8009","ME0093865",1,4,1,2258
"8010","ME0093867",5,14,2,2734
"8011","ME0093902",2,4,2,797
"8012","ME0093915",1,4,1,2258
"8013","ME0093919",3,9,1,2258
"8014","ME0093920",1,4,1,2258
"8015","ME0093949",1,4,1,1131
"8016","ME0093977",2,8,1,2258
"8017","ME0093996",3,12,2,2258
"8018","ME0094169",4,10,2,1905
"8019","ME0094196",1,5,1,30
"8020","ME0094483",1,5,1,30
"8021","ME0094485",1,1,1,167
"8022","ME0094501",2,5,2,1222
"8023","ME0094557",1,4,1,91
"8024","ME0094567",4,15,3,578
"8025","ME0094573",2,7,1,90
"8026","ME0094591",3,13,2,1841
"8027","ME0094622",1,2,1,2836
"8028","ME0094628",1,2,1,2378
"8029","ME0094637",3,5,2,1334
"8030","ME0094689",3,10,2,2258
"8031","ME0094720",5,12,4,2381
"8032","ME0094732",1,4,1,91
"8033","ME0094735",2,6,2,1408
"8034","ME0094744",2,8,1,1131
"8035","ME0094747",3,10,1,2288
"8036","ME0094748",1,1,1,198
"8037","ME0094756",1,4,1,2227
"8038","ME0094759",4,14,2,2258
"8039","ME0094762",1,3,1,90
"8040","ME0094767",1,2,1,401
"8041","ME0094795",1,4,1,766
"8042","ME0094811",1,2,1,2013
"8043","ME0094830",1,5,1,30
"8044","ME0094839",7,23,1,1014
"8045","ME0094842",2,8,2,1162
"8046","ME0094902",1,3,1,401
"8047","ME0094917",1,4,1,2135
"8048","ME0094918",4,12,3,2263
"8049","ME0094939",4,10,1,91
"8050","ME0094951",1,3,1,1862
"8051","ME0094952",5,17,3,3109
"8052","ME0094953",1,4,1,91
"8053","ME0094958",1,2,1,2258
"8054","ME0094978",1,2,1,936
"8055","ME0094987",2,7,2,30
"8056","ME0094988",1,2,1,90
"8057","ME0095002",1,5,1,766
"8058","ME0095006",3,13,2,2288
"8059","ME0095008",2,6,2,1862
"8060","ME0095014",4,12,1,91
"8061","ME0095021",1,2,1,226
"8062","ME0095250",4,13,1,91
"8063","ME0095560",3,9,1,945
"8064","ME0095570",13,42,1,91
"8065","ME0095575",5,20,4,993
"8066","ME0095655",3,9,1,91
"8067","ME0095659",4,13,1,91
"8068","ME0095663",3,11,1,91
"8069","ME0095679",4,11,1,91
"8070","ME0095699",3,10,3,173
"8071","ME0098221",2,7,1,30
"8072","ME0098242",2,8,1,2288
"8073","ME0098284",2,6,2,208
"8074","ME0098530",1,4,1,30
"8075","ME0098566",1,4,1,2258
"8076","ME0100272",2,7,1,30
"8077","ME0100724",3,12,2,1862
"8078","ME0102147",1,4,1,2258
"8079","ME0103660",1,4,1,91
"8080","ME0104540",1,2,1,2258
"8081","ME0104970",1,2,1,2227
"8082","ME0104987",1,2,1,2288
"8083","ME0105000",3,8,3,1030
"8084","ME0105103",1,2,1,2258
"8085","ME0105625",2,6,1,2258
"8086","ME0105769",1,4,1,643
"8087","ME0106287",6,21,3,2258
"8088","ME0107017",2,9,2,2527
"8089","ME0108340",2,7,1,1862
"8090","ME0115049",2,7,2,2258
"8091","ME0115149",1,4,1,2227
"8092","ME0193739",1,5,1,30
"8093","ME0193835",1,2,1,916
"8094","ME0193919",2,6,1,2258
"8095","ME0194200",1,3,1,340
"8096","ME0194599",1,3,1,663
"8097","ME0194605",2,6,2,1467
"8098","ME0194795",1,4,1,766
"8099","ME0200798",1,3,1,1862
"8100","ME0200896",2,6,1,2258
"8101","ME0200899",3,11,1,2258
"8102","ME0203260",1,4,1,1380
"8103","ME0206287",5,16,2,2258
"8104","ME0294539",1,6,1,30
"8105","ME0300826",1,4,1,1497
"8106","ME0300842",1,3,1,736
"8107","ME0393911",1,4,1,91
"8108","ME0400949",7,23,1,91
"8109","MI0000120",1,4,1,183
"8110","MI0000125",1,3,1,2378
"8111","MI0000236",3,11,2,1003
"8112","MI0000418",5,20,5,2105
"8113","MI0000450",1,4,1,181
"8114","MI0000501",1,5,1,1090
"8115","MI0000517",3,8,1,91
"8116","MI0000518",3,7,1,91
"8117","MI0000600",11,30,5,1222
"8118","MI0000680",1,2,1,574
"8119","MI0000795",3,6,2,2866
"8120","MI0000817",1,4,1,2928
"8121","MI0000880",1,5,1,29
"8122","MI0000970",1,4,1,30
"8123","MI0000980",2,8,1,91
"8124","MI0001005",1,4,1,29
"8125","MI0001010",1,4,1,183
"8126","MI0001190",3,4,1,91
"8127","MI0001300",1,4,1,29
"8128","MI0001355",2,8,2,91
"8129","MI0001510",3,9,1,89
"8130","MI0001648",1,4,1,90
"8131","MI0001669",1,5,1,29
"8132","MI0001692",1,4,1,29
"8133","MI0001700",1,4,1,30
"8134","MI0001740",1,2,1,1064
"8135","MI0001770",30,8,2,30
"8136","MI0001773",1,4,1,30
"8137","MI0001910",1,5,1,30
"8138","MI0001995",1,3,1,30
"8139","MI0002025",1,4,1,357
"8140","MI0002180",1,2,1,917
"8141","MI0002273",5,9,2,827
"8142","MI0002274",1,4,1,995
"8143","MI0002280",1,4,1,949
"8144","MI0002310",2,4,1,90
"8145","MI0002400",1,4,1,90
"8146","MI0002470",1,4,1,90
"8147","MI0002640",2,7,1,90
"8148","MI0002655",1,6,1,30
"8149","MI0002657",1,4,1,89
"8150","MI0002745",1,4,1,183
"8151","MI0002846",1,4,1,1923
"8152","MI0002855",1,3,1,30
"8153","MI0002860",1,1,1,29
"8154","MI0002970",2,7,1,1375
"8155","MI0003000",2,8,2,91
"8156","MI0003001",2,4,2,30
"8157","MI0003120",5,11,3,2288
"8158","MI0003165",1,5,1,29
"8159","MI0003170",2,8,1,90
"8160","MI0003190",2,7,1,91
"8161","MI0003220",1,4,1,298
"8162","MI0003410",2,5,1,29
"8163","MI0003452",1,5,1,30
"8164","MI0003520",4,10,1,183
"8165","MI0003670",1,4,1,533
"8166","MI0003780",1,3,1,183
"8167","MI0003830",1,6,1,28
"8168","MI0003840",1,2,1,847
"8169","MI0003868",1,4,1,30
"8170","MI0004060",1,4,1,903
"8171","MI0004110",1,4,1,27
"8172","MI0004158",13,34,4,2919
"8173","MI0004220",1,4,1,1009
"8174","MI0004250",2,5,1,90
"8175","MI0004310",1,4,1,30
"8176","MI0004490",1,4,1,1817
"8177","MI0004510",1,4,1,91
"8178","MI0004520",2,4,1,183
"8179","MI0004530",1,4,1,29
"8180","MI0004596",3,12,1,30
"8181","MI0004600",13,50,1,91
"8182","MI0004754",5,14,1,91
"8183","MI0005160",1,4,1,697
"8184","MI0005330",3,12,1,91
"8185","MI0005351",4,16,1,91
"8186","MI0005370",2,7,1,91
"8187","MI0005395",13,30,2,2510
"8188","MI0005527",1,3,1,2379
"8189","MI0005540",2,6,1,90
"8190","MI0005655",2,7,1,364
"8191","MI0005675",4,16,1,91
"8192","MI0005810",3,12,1,30
"8193","MI0005816",3,8,1,91
"8194","MI0005901",1,4,1,2286
"8195","MI0006000",1,4,1,29
"8196","MI0006079",3,10,1,91
"8197","MI0006100",1,4,1,89
"8198","MI0006200",1,4,1,30
"8199","MI0006235",1,4,1,91
"8200","MI0006290",2,7,2,180
"8201","MI0006465",1,6,1,30
"8202","MI0006490",1,3,1,180
"8203","MI0006505",3,4,1,183
"8204","MI0006569",1,5,1,30
"8205","MI0006590",2,8,1,91
"8206","MI0006600",3,6,1,30
"8207","MI0006885",2,9,1,30
"8208","MI0006930",1,4,1,995
"8209","MI0007070",3,14,1,30
"8210","MI0007230",1,4,1,813
"8211","MI0007233",1,4,1,30
"8212","MI0007285",3,7,2,2288
"8213","MI0040004",2,9,1,30
"8214","MI0040018",3,13,1,91
"8215","MI0040021",1,4,1,260
"8216","MI0040028",1,5,1,30
"8217","MI0040042",1,4,1,827
"8218","MI0040045",1,6,1,29
"8219","MI0040046",2,10,1,2013
"8220","MI0040057",1,4,1,448
"8221","MI0040060",1,4,1,1077
"8222","MI0040061",1,4,1,448
"8223","MI0040076",5,16,2,30
"8224","MI0040081",1,4,1,372
"8225","MI0040084",1,4,1,91
"8226","MI0040086",1,7,1,784
"8227","MI0040090",1,4,1,2653
"8228","MI0040092",3,13,3,1791
"8229","MI0040094",2,9,2,30
"8230","MI0040121",1,7,1,2122
"8231","MI0040123",1,4,1,2422
"8232","MI0040124",1,4,1,90
"8233","MI0040155",1,4,1,29
"8234","MI0040156",4,16,1,91
"8235","MI0040162",3,7,1,90
"8236","MI0040197",4,13,1,91
"8237","MI0040247",2,5,1,30
"8238","MI0040276",1,4,1,29
"8239","MI0040277",1,5,1,89
"8240","MI0040299",2,8,1,91
"8241","MI0040308",1,4,1,736
"8242","MI0040323",1,3,1,2379
"8243","MI0040325",1,3,1,90
"8244","MI0040327",1,4,1,1150
"8245","MI0040346",2,8,1,90
"8246","MI0040347",2,6,1,372
"8247","MI0040384",1,4,1,682
"8248","MI0040397",1,4,1,1268
"8249","MI0040425",1,4,1,291
"8250","MI0040441",2,8,2,91
"8251","MI0040446",1,5,1,30
"8252","MI0040453",8,29,1,91
"8253","MI0040454",2,4,1,371
"8254","MI0040491",1,4,1,1192
"8255","MI0040495",1,5,1,29
"8256","MI0040501",1,5,1,2015
"8257","MI0040519",1,6,1,30
"8258","MI0040563",1,5,1,29
"8259","MI0040585",5,17,2,91
"8260","MI0040601",6,21,1,91
"8261","MI0040609",7,24,1,91
"8262","MI0040649",2,7,2,1192
"8263","MI0040673",16,68,3,1252
"8264","MI0040681",2,5,1,1703
"8265","MI0040682",3,12,2,91
"8266","MI0060937",1,4,1,903
"8267","MI0062841",2,8,2,90
"8268","MI0062955",1,5,1,30
"8269","MI0065033",1,4,1,2400
"8270","MI0066695",16,39,1,91
"8271","MI2000104",1,1,1,2013
"8272","MI2000111",1,5,1,30
"8273","MI2000157",1,6,1,30
"8274","MI2000159",2,8,1,30
"8275","MI2000162",1,1,1,2013
"8276","MI2000227",1,4,1,27
"8277","MI2000302",1,4,1,30
"8278","MI2000336",1,12,1,30
"8279","MI2000339",1,6,1,30
"8280","MI2000355",1,1,1,2378
"8281","MI2000514",1,1,1,2744
"8282","MI2000602",1,1,1,30
"8283","MI2000704",1,1,1,2013
"8284","MI2000853",1,5,1,29
"8285","MI2000938",1,3,1,30
"8286","MI2001012",1,3,1,90
"8287","MI2001014",1,1,1,2378
"8288","MI2001137",1,4,1,29
"8289","MI2001207",3,16,2,30
"8290","MI2001263",2,10,1,30
"8291","MI2001266",1,5,1,29
"8292","MI2001414",1,1,1,2378
"8293","MI2001518",1,1,1,2744
"8294","MI2001614",1,1,1,2378
"8295","MI2001739",1,6,1,29
"8296","MI2001764",1,5,1,29
"8297","MI2001837",1,1,1,2744
"8298","MI2001862",1,1,1,2013
"8299","MI2001938",1,4,1,30
"8300","MI2002008",1,5,1,30
"8301","MI2002064",1,2,1,90
"8302","MI2002083",1,1,1,2013
"8303","MI2002127",1,4,1,27
"8304","MI2002130",1,7,1,91
"8305","MI2002276",1,5,1,30
"8306","MI2002351",1,1,1,2013
"8307","MI2002531",1,4,1,29
"8308","MI2002616",1,4,1,30
"8309","MI2002913",1,5,1,30
"8310","MI2003041",1,3,1,91
"8311","MI2003164",1,1,1,2013
"8312","MI2003376",1,4,1,91
"8313","MI2003445",1,1,1,644
"8314","MI2003451",1,1,1,2013
"8315","MI2003633",1,5,1,30
"8316","MI2003704",1,1,1,2013
"8317","MI2003775",3,10,1,30
"8318","MI2004208",1,2,1,91
"8319","MI2004436",1,6,1,30
"8320","MI2004443",1,1,1,2013
"8321","MI2004454",1,1,1,2013
"8322","MI2004462",1,1,1,2013
"8323","MI2004504",1,1,1,2013
"8324","MI2004523",2,9,1,30
"8325","MI2004629",1,4,1,29
"8326","MI2004812",1,12,1,91
"8327","MI2004843",1,1,1,2013
"8328","MI2004904",1,1,1,2013
"8329","MI2004957",1,1,1,2013
"8330","MI2005043",1,1,1,2013
"8331","MI2005314",1,7,1,30
"8332","MI2005714",1,1,1,2744
"8333","MI2005719",1,6,1,29
"8334","MI2005756",1,5,1,30
"8335","MI2005771",1,1,1,2013
"8336","MI2005962",1,6,1,29
"8337","MI2006133",1,4,1,29
"8338","MI2006143",1,1,1,2013
"8339","MI2006153",1,1,1,2013
"8340","MI2006257",1,1,1,2013
"8341","MI2006275",1,9,1,89
"8342","MI2006383",1,1,1,2013
"8343","MI2006522",1,5,1,30
"8344","MI2006612",1,1,1,2013
"8345","MI2006714",1,1,1,2744
"8346","MI2006916",1,1,1,2013
"8347","MI2007068",2,8,2,91
"8348","MI2007249",1,1,1,462
"8349","MI2007512",1,3,1,90
"8350","MI2007644",3,8,1,91
"8351","MI2007755",2,2,2,2013
"8352","MI2008247",1,4,1,30
"8353","MI2008326",1,1,1,2744
"8354","MI2008437",1,5,1,29
"8355","MI2008525",1,4,1,29
"8356","MI2008878",5,10,1,91
"8357","MI2009157",1,1,1,89
"8358","MI2009214",1,1,1,2378
"8359","MI2009375",1,5,1,30
"8360","MI2009727",1,4,1,30
"8361","MI2009762",1,4,1,30
"8362","MI2010043",1,4,1,30
"8363","MI2010169",1,1,1,90
"8364","MI2010262",1,1,1,2013
"8365","MI2010362",1,1,1,2013
"8366","MI2010445",1,3,1,29
"8367","MI2010537",1,3,1,29
"8368","MI2010581",1,4,1,30
"8369","MI2010647",1,5,1,29
"8370","MI2010764",1,1,1,2013
"8371","MI2010832",1,4,1,30
"8372","MI2011005",1,3,1,30
"8373","MI2011357",1,2,1,91
"8374","MI2011410",2,6,1,30
"8375","MI2011434",1,5,1,30
"8376","MI2011510",1,1,1,2378
"8377","MI2011567",1,4,1,29
"8378","MI2011702",1,1,1,30
"8379","MI2011975",1,5,1,91
"8380","MI2012040",1,1,1,2013
"8381","MI2012252",1,6,1,29
"8382","MI2012326",2,8,1,30
"8383","MI2012417",2,8,1,30
"8384","MI2012580",1,1,1,30
"8385","MI2012737",1,1,1,2744
"8386","MI2012854",1,5,1,30
"8387","MI2012930",1,3,1,30
"8388","MI2013214",1,1,1,2197
"8389","MI2013221",1,8,1,30
"8390","MI2013226",1,5,1,30
"8391","MI2013237",1,5,1,29
"8392","MI2013318",1,5,1,30
"8393","MI2013532",1,4,1,30
"8394","MI2014004",2,9,1,30
"8395","MI2014103",2,4,1,2013
"8396","MI2014104",1,4,1,30
"8397","MI2014153",1,4,1,89
"8398","MI2014262",1,1,1,2013
"8399","MI2014280",1,6,1,89
"8400","MI2014305",1,3,1,30
"8401","MI2014846",1,1,1,2744
"8402","MI2015064",1,1,1,2013
"8403","MI2015335",1,2,1,91
"8404","MI2015435",1,2,1,91
"8405","MI2015516",1,2,1,2013
"8406","MI2015521",1,5,1,30
"8407","MI2015623",1,3,1,27
"8408","MI2015737",1,1,1,2744
"8409","MI2015762",1,1,1,2013
"8410","MI2016118",1,4,1,30
"8411","MI2016162",1,3,1,89
"8412","MI2016340",1,1,1,2013
"8413","MI2016417",2,6,1,30
"8414","MI2016421",1,3,1,30
"8415","MI2016505",1,1,1,30
"8416","MI2016553",1,1,1,2013
"8417","MI2016647",1,4,1,90
"8418","MI2016751",1,1,1,2013
"8419","MI2016819",4,6,1,91
"8420","MI2017065",1,1,1,1192
"8421","MI2017580",1,1,1,30
"8422","MI2017614",2,2,2,552
"8423","MI2017637",1,1,1,2744
"8424","MI2017705",1,3,1,91
"8425","MI2017759",1,4,1,29
"8426","MI2017919",1,4,1,29
"8427","MI2018034",1,6,1,30
"8428","MI2018119",1,5,1,30
"8429","MI2018133",1,4,1,29
"8430","MI2018208",1,4,1,91
"8431","MI2018246",1,4,1,29
"8432","MI2018271",1,4,1,30
"8433","MI2018273",1,4,1,30
"8434","MI2018346",1,1,1,2744
"8435","MI2018380",1,1,1,30
"8436","MI2018433",1,1,1,2197
"8437","MI2018440",1,1,1,2013
"8438","MI2018462",1,4,1,30
"8439","MI2018775",2,9,1,90
"8440","MI2018837",1,1,1,2744
"8441","MI2018914",2,8,1,91
"8442","MI2018935",1,3,1,90
"8443","MI2019012",1,4,1,89
"8444","MI2019481",1,4,1,29
"8445","MI2019513",1,6,1,91
"8446","MI2019618",2,7,1,30
"8447","MI2019652",1,6,1,30
"8448","MI2019833",1,1,1,2013
"8449","MI2019933",2,9,1,30
"8450","MI2020033",1,4,1,29
"8451","MI2020151",1,1,1,2013
"8452","MI2020234",1,5,1,30
"8453","MI2020518",1,5,1,30
"8454","MI2020652",1,4,1,90
"8455","MI2020714",2,2,1,30
"8456","MI2020730",1,8,1,90
"8457","MI2020875",2,9,1,91
"8458","MI2020948",1,4,1,30
"8459","MI2021017",1,4,1,30
"8460","MI2021054",2,8,2,91
"8461","MI2021106",1,4,1,30
"8462","MI2021253",1,4,1,90
"8463","MI2021475",1,7,1,91
"8464","MI2021506",1,4,1,29
"8465","MI2021783",2,7,2,2013
"8466","MI2021818",1,5,1,30
"8467","MI2021850",1,2,1,30
"8468","MI2022033",1,9,1,30
"8469","MI2022175",1,5,1,29
"8470","MI2022375",1,4,1,30
"8471","MI2022449",2,4,1,30
"8472","MI2022533",1,1,1,2105
"8473","MI2022625",1,4,1,89
"8474","MI2022713",2,6,2,2744
"8475","MI2022744",1,6,1,90
"8476","MI2022835",1,1,1,2288
"8477","MI2022880",1,1,1,2378
"8478","MI2022944",2,9,1,29
"8479","MI2023183",1,1,1,90
"8480","MI2023314",2,2,1,2105
"8481","MI2023575",1,3,1,30
"8482","MI2023618",1,4,1,30
"8483","MI2023775",1,5,1,29
"8484","MI2024064",1,4,1,29
"8485","MI2024281",2,1,2,2105
"8486","MI2024283",1,1,1,2013
"8487","MI2024314",1,5,1,30
"8488","MI2024419",1,5,1,30
"8489","MI2024454",1,1,1,90
"8490","MI2024776",1,3,1,30
"8491","MI2025161",1,1,1,462
"8492","MI2025541",2,2,1,2013
"8493","MI2025723",1,5,1,30
"8494","MI2025923",1,6,1,30
"8495","MI2026614",1,1,1,2744
"8496","MI2026834",1,6,1,30
"8497","MI2027103",1,3,1,29
"8498","MI2027646",1,3,1,30
"8499","MI2027880",1,1,1,2744
"8500","MI2028518",1,1,1,2197
"8501","MI2028646",1,5,1,29
"8502","MI2028758",1,8,1,30
"8503","MI2029303",1,4,1,29
"8504","MI2029649",1,1,1,30
"8505","MI2029749",1,1,1,2013
"8506","MI2029818",1,1,1,1832
"8507","MI2030261",1,1,1,30
"8508","MI2030275",1,5,1,91
"8509","MI2030283",1,1,1,2013
"8510","MI2030412",1,12,1,91
"8511","MI2030465",1,3,1,29
"8512","MI2030475",1,2,1,90
"8513","MI2030562",1,1,1,2013
"8514","MI2030630",1,1,1,2562
"8515","MI2030683",1,4,1,29
"8516","MI2030864",1,1,1,2013
"8517","MI2031075",2,10,1,91
"8518","MI2031475",2,4,2,2105
"8519","MI2032008",1,1,1,1923
"8520","MI2032116",1,1,1,2013
"8521","MI2032262",1,1,1,2013
"8522","MI2032414",2,9,2,2653
"8523","MI2032539",1,12,1,91
"8524","MI2032616",1,2,1,2013
"8525","MI2032661",1,4,1,30
"8526","MI2032714",1,1,1,2500
"8527","MI2032841",1,8,1,29
"8528","MI2032975",1,5,1,91
"8529","MI2033039",1,6,1,29
"8530","MI2033278",1,4,1,29
"8531","MI2033639",1,6,1,29
"8532","MI2034281",1,2,1,29
"8533","MI2034544",1,6,1,29
"8534","MI2034714",1,3,1,91
"8535","MI2034981",1,3,1,30
"8536","MI2036139",1,6,1,29
"8537","MI2036380",1,1,1,2744
"8538","MI2036608",2,4,2,680
"8539","MI2036658",1,6,1,30
"8540","MI2036758",2,11,1,30
"8541","MI2037503",1,1,1,2744
"8542","MI2037541",1,6,1,30
"8543","MI2037761",1,6,1,89
"8544","MI2038154",1,1,1,89
"8545","MI2038847",1,4,1,30
"8546","MI2038858",1,5,1,29
"8547","MI2039481",1,6,1,29
"8548","MI2039547",1,4,1,30
"8549","MI2039870",1,4,1,29
"8550","MI2040459",1,2,1,29
"8551","MI2041181",1,3,1,29
"8552","MI2041213",1,1,1,797
"8553","MI2041217",2,10,2,30
"8554","MI2041259",1,4,1,30
"8555","MI2041413",1,4,1,91
"8556","MI2041513",1,1,1,2288
"8557","MI2041525",8,17,1,91
"8558","MI2041613",1,4,1,29
"8559","MI2041881",1,1,1,2744
"8560","MI2042113",1,3,1,30
"8561","MI2042313",1,3,1,30
"8562","MI2042546",1,1,1,2744
"8563","MI2042813",1,1,1,90
"8564","MI2043113",1,4,1,89
"8565","MI2043206",1,3,1,29
"8566","MI2043213",1,4,1,90
"8567","MI2043247",1,6,1,30
"8568","MI2043281",7,17,4,2197
"8569","MI2043513",2,6,1,30
"8570","MI2043725",1,6,1,30
"8571","MI2043816",1,5,1,30
"8572","MI2043826",1,5,1,30
"8573","MI2043926",1,4,1,30
"8574","MI2043958",1,7,1,29
"8575","MI2044044",19,18,1,91
"8576","MI2044425",3,9,1,91
"8577","MI2044847",1,4,1,30
"8578","MI2044981",1,1,1,2500
"8579","MI2045472",1,1,1,2744
"8580","MI2045716",1,1,1,2013
"8581","MI2046161",1,1,1,371
"8582","MI2046416",1,4,1,29
"8583","MI2046847",1,4,1,30
"8584","MI2047039",1,9,1,29
"8585","MI2047203",1,4,1,90
"8586","MI2049970",2,12,2,30
"8587","MI2049980",1,5,1,30
"8588","MI2050180",1,1,1,2500
"8589","MI2050813",1,1,1,797
"8590","MI2051239",1,4,1,90
"8591","MI2051441",1,23,1,90
"8592","MI2051539",2,6,2,2288
"8593","MI2052111",1,4,1,29
"8594","MI2052270",1,5,1,30
"8595","MI2052517",1,1,1,2378
"8596","MI2052741",3,28,1,30
"8597","MI2053581",2,7,2,30
"8598","MI2053603",2,3,1,91
"8599","MI2053647",1,5,1,30
"8600","MI2053780",1,1,1,29
"8601","MI2054219",1,5,1,30
"8602","MI2054281",1,3,1,29
"8603","MI2054679",1,1,1,827
"8604","MI2055080",2,2,1,2744
"8605","MI2055180",1,9,1,29
"8606","MI2055447",1,4,1,91
"8607","MI2055541",1,5,1,91
"8608","MI2056311",2,10,1,91
"8609","MI2056563",2,7,1,91
"8610","MI2057911",1,4,1,90
"8611","MI2058159",1,3,1,30
"8612","MI2058946",1,4,1,28
"8613","MI2059303",1,3,1,30
"8614","MI2063119",1,5,1,30
"8615","MI2064203",1,6,1,90
"8616","MI2064646",1,4,1,30
"8617","MI2064725",1,5,1,30
"8618","MI2064825",1,1,1,91
"8619","MI2065047",1,5,1,29
"8620","MI2065547",6,31,1,91
"8621","MI2066347",1,5,1,90
"8622","MI2066746",1,5,1,29
"8623","MI2067046",1,5,1,29
"8624","MI2067947",1,3,1,91
"8625","MI2068403",1,2,1,91
"8626","MI2068503",2,9,1,91
"8627","MI2068525",1,3,1,91
"8628","MI2073947",1,4,1,30
"8629","MI2074147",1,5,1,29
"8630","MI2078225",1,4,1,30
"8631","MI2081363",1,1,1,90
"8632","MI2082241",1,7,1,30
"8633","MI2082644",1,6,1,30
"8634","MI2083838",1,3,1,29
"8635","MI2084679",2,4,1,90
"8636","MI2089225",3,10,1,91
"8637","MI2089425",2,10,1,30
"8638","MI2093141",1,6,1,30
"8639","MI2100141",1,7,1,91
"8640","MI2103279",1,3,1,91
"8641","MI2103379",1,1,1,2197
"8642","MI2104679",1,1,1,2744
"8643","MI2106363",1,4,1,89
"8644","MI2110863",1,5,1,30
"8645","MI2113525",1,4,1,30
"8646","MI2120225",1,6,1,30
"8647","MI2126563",1,5,1,30
"8648","MI2126763",1,5,1,30
"8649","MI2133925",1,3,1,91
"8650","MI2136163",3,20,1,91
"8651","MI2138625",2,11,1,30
"8652","MI2140444",1,7,1,30
"8653","MI2145325",1,6,1,29
"8654","MI2146025",4,14,1,91
"8655","MI2147525",4,10,1,91
"8656","MI2147963",1,5,1,30
"8657","MI2148563",1,6,1,91
"8658","MI2148863",2,12,1,91
"8659","MI2149163",2,10,2,89
"8660","MI2149525",1,5,1,29
"8661","MI2150025",1,4,1,29
"8662","MI2150625",1,4,1,30
"8663","MI2150963",1,5,1,30
"8664","MI2153925",1,3,1,91
"8665","MI2155263",1,5,1,29
"8666","MI2156225",1,3,1,90
"8667","MI2159125",1,2,1,91
"8668","MI2166444",1,16,1,30
"8669","MI2167044",1,8,1,29
"8670","MI2171963",2,10,1,30
"8671","MI2189144",1,13,1,30
"8672","MI2193463",2,10,1,30
"8673","MI2194763",2,2,1,90
"8674","MI2215463",2,7,1,29
"8675","MI2215663",1,5,1,29
"8676","MI2216463",1,5,1,29
"8677","MI2217263",1,5,1,29
"8678","MI2218363",1,5,1,91
"8679","MI2223863",1,5,1,30
"8680","MI2241763",1,5,1,29
"8681","MI2242863",1,3,1,91
"8682","MI2244363",1,4,1,91
"8683","MI2251263",1,5,1,30
"8684","MI2254563",1,10,1,30
"8685","MI2256963",2,11,1,30
"8686","MI2261963",2,10,1,30
"8687","MI2266163",1,5,1,30
"8688","MI2266363",1,6,1,90
"8689","MI2267163",2,9,1,30
"8690","MI2271263",1,5,1,90
"8691","MI2273063",4,19,2,30
"8692","MI2273563",3,16,1,30
"8693","MI2273963",1,5,1,29
"8694","MI2275363",1,6,1,91
"8695","MI2276363",1,5,1,91
"8696","MI2280763",1,5,1,29
"8697","MI2286163",2,10,1,30
"8698","MI2287463",1,5,1,30
"8699","MI2287663",1,5,1,29
"8700","MI2288563",1,5,1,30
"8701","MI2290363",1,5,1,29
"8702","MI2291063",2,11,2,91
"8703","MI2291763",1,4,1,29
"8704","MI2999909",5,13,3,1283
"8705","MN1020029",2,11,1,90
"8706","MN1030006",10,43,1,91
"8707","MN1030022",10,39,1,91
"8708","MN1070001",2,10,2,91
"8709","MN1130009",1,6,1,27
"8710","MN1130013",2,5,1,91
"8711","MN1130016",3,18,1,365
"8712","MN1130021",3,16,1,91
"8713","MN1180017",1,1,1,1283
"8714","MN1190010",1,6,1,90
"8715","MN1190012",2,12,2,30
"8716","MN1190014",1,4,1,91
"8717","MN1190020",5,19,2,365
"8718","MN1190021",1,7,1,91
"8719","MN1190027",2,7,1,91
"8720","MN1240008",3,14,1,91
"8721","MN1240012",1,4,1,91
"8722","MN1240016",4,16,1,91
"8723","MN1250022",3,7,1,365
"8724","MN1260007",6,37,1,91
"8725","MN1270074",3,11,1,91
"8726","MN1290011",1,4,1,91
"8727","MN1310028",1,6,1,90
"8728","MN1320001",1,2,1,371
"8729","MN1340004",11,35,1,91
"8730","MN1340010",1,5,1,91
"8731","MN1400003",1,5,1,91
"8732","MN1400005",1,6,1,91
"8733","MN1400019",1,6,1,30
"8734","MN1430009",2,9,1,90
"8735","MN1450010",1,2,1,371
"8736","MN1460002",1,2,1,1283
"8737","MN1470011",4,22,1,91
"8738","MN1490005",1,5,1,89
"8739","MN1490009",1,2,1,371
"8740","MN1510001",1,6,1,91
"8741","MN1520002",2,9,1,91
"8742","MN1530005",1,5,1,90
"8743","MN1540010",1,2,1,371
"8744","MN1560004",5,25,1,91
"8745","MN1560030",7,30,1,91
"8746","MN1570003",14,47,1,30
"8747","MN1580001",2,11,1,90
"8748","MN1580005",7,15,1,91
"8749","MN1580017",3,6,1,91
"8750","MN1600001",12,54,1,91
"8751","MN1600013",17,68,1,91
"8752","MN1650004",3,10,1,365
"8753","MN1660022",12,24,1,365
"8754","MN1680004",13,45,1,91
"8755","MN1680012",1,2,1,371
