"","pwsid","total_violations","dist_enf","dist_vio_type","diff_days_max"
"20553","WA5380798",3,2,1,365
"20554","WA5383335",17,2,1,91
"20555","WA5384530",1,1,1,30
"20556","WA5384903",4,2,1,91
"20557","WA5385209",8,7,1,364
"20558","WA5386280",1,2,1,29
"20559","WA5386470",4,3,1,91
"20560","WA5387140",6,6,1,91
"20561","WA5387195",4,5,1,91
"20562","WA5388122",6,4,1,30
"20563","WA5388126",2,4,1,30
"20564","WA5388888",2,2,1,364
"20565","WA5388890",4,4,1,364
"20566","WA5390900",2,2,1,30
"20567","WA5390994",2,2,1,90
"20568","WA5392500",39,4,2,2013
"20569","WA5392850",1,1,1,365
"20570","WA5395150",1,1,1,30
"20571","WA5396350",4,3,1,30
"20572","WA5396850",11,8,3,30
"20573","WA5398000",1,1,1,365
"20574","WA53AA034",1,1,1,2197
"20575","WA53AA220",12,5,1,364
"20576","WA53AA251",14,5,1,365
"20577","WA53AA373",10,2,1,365
"20578","WA53AA597",10,2,1,365
"20579","WA53AB047",1,1,1,364
"20580","WA53AB705",1,1,1,30
"20581","WA53AB929",1,1,1,30
"20582","WA53AC014",1,1,1,1195
"20583","WA53AC535",1,1,1,30
"20584","WA53AC833",1,1,1,30
"20585","WA53AC884",4,3,1,365
"20586","WA53AC999",1,1,1,364
"20587","WA53AD027",4,3,1,365
"20588","WA53AD017",2,2,1,364
"20589","WA53AD263",1,1,1,364
"20590","WA53AD438",5,3,1,364
"20591","WA53AD439",1,1,1,1801
"20592","WA53HD650",6,3,1,365
"20593","WA53NP160",2,3,2,1648
"20594","WA53NP580",8,2,1,91
"20595","WA53SP200",8,3,2,365
"20596","WA53SP460",2,2,1,30
"20597","WA53SP690",1,1,1,365
"20598","WI1110038",2,8,1,366
"20599","WI1110041",1,7,1,90
"20600","WI1110066",4,17,1,91
"20601","WI1110093",3,10,2,2222
"20602","WI1110099",6,23,2,1648
"20603","WI1110113",1,5,1,552
"20604","WI1110181",2,11,1,2622
"20605","WI1110227",1,5,1,29
"20606","WI1110270",2,10,1,30
"20607","WI1110300",4,26,1,364
"20608","WI1110313",2,10,1,30
"20609","WI1110826",4,19,1,91
"20610","WI1110956",1,12,1,365
"20611","WI1130248",5,25,2,1192
"20612","WI1130253",1,5,1,30
"20613","WI1130258",1,2,1,89
"20614","WI1130266",1,8,1,90
"20615","WI1130364",2,10,1,30
"20616","WI1130411",2,9,1,2622
"20617","WI1130709",1,5,1,30
"20618","WI1130731",1,5,1,29
"20619","WI1130739",3,15,1,30
"20620","WI1131304",2,10,1,30
"20621","WI1131306",3,15,1,30
"20622","WI1131359",2,8,2,3109
"20623","WI1132392",1,4,1,3109
"20624","WI1132437",13,95,1,91
"20625","WI1133128",1,5,1,29
"20626","WI1133361",1,5,1,29
"20627","WI1133607",2,10,1,29
"20628","WI1133678",2,10,2,30
"20629","WI1134017",2,9,1,365
"20630","WI1134158",1,5,1,30
"20631","WI1140058",5,26,2,978
"20632","WI1140140",1,2,1,773
"20633","WI1140142",5,28,1,91
"20634","WI1140146",1,2,1,187
"20635","WI1140155",2,12,1,1405
"20636","WI1140156",6,37,2,2744
"20637","WI1140158",8,33,1,91
"20638","WI1140318",2,10,1,2836
"20639","WI1140405",1,5,1,29
"20640","WI1140415",1,5,1,29
"20641","WI1141030",1,5,1,29
"20642","WI1141072",2,10,1,30
"20643","WI1220091",1,5,1,30
"20644","WI1220100",1,4,1,482
"20645","WI1220117",1,2,1,1892
"20646","WI1220120",1,2,1,1892
"20647","WI1220121",3,16,1,30
"20648","WI1220123",2,8,1,2598
"20649","WI1220177",2,6,1,2257
"20650","WI1220181",2,10,1,30
"20651","WI1220211",1,5,1,30
"20652","WI1220214",2,10,1,1861
"20653","WI1220627",1,5,1,29
"20654","WI1230114",1,5,1,364
"20655","WI1250075",2,11,1,91
"20656","WI1250081",1,3,1,293
"20657","WI1250086",1,2,1,1130
"20658","WI1250101",1,5,1,30
"20659","WI1250145",1,6,1,364
"20660","WI1250370",4,20,1,30
"20661","WI1250396",2,14,1,1466
"20662","WI1280055",3,12,3,1704
"20663","WI1280101",1,5,1,30
"20664","WI1280104",2,5,1,91
"20665","WI1280108",6,23,5,2744
"20666","WI1280115",3,11,2,2013
"20667","WI1280120",1,5,1,30
"20668","WI1280127",4,14,1,91
"20669","WI1280298",3,15,1,30
"20670","WI1280341",16,64,1,364
"20671","WI1280373",1,6,1,30
"20672","WI1280451",2,9,1,364
"20673","WI1280734",2,12,2,29
"20674","WI1281001",1,5,1,30
"20675","WI1281244",1,5,1,29
"20676","WI1281306",3,12,1,364
"20677","WI1330003",5,22,1,364
"20678","WI1330006",1,5,1,29
"20679","WI1330068",1,2,1,796
"20680","WI1330074",2,5,1,1178
"20681","WI1330083",1,7,1,365
"20682","WI1330241",1,3,1,2516
"20683","WI1330259",2,9,2,1161
"20684","WI1530061",3,12,2,978
"20685","WI1530071",1,2,1,977
"20686","WI1530162",1,6,1,30
"20687","WI1530191",2,6,1,1161
"20688","WI1540047",6,39,1,91
"20689","WI1540112",2,11,1,91
"20690","WI1540113",7,29,1,91
"20691","WI1540119",1,4,1,2013
"20692","WI1540143",2,10,1,30
"20693","WI1540246",2,10,1,30
"20694","WI1540258",1,6,1,365
"20695","WI1540331",1,5,1,29
"20696","WI1540770",1,6,1,2712
"20697","WI1541202",2,6,2,644
"20698","WI1541686",7,38,2,364
"20699","WI1541746",3,11,1,91
"20700","WI1570093",1,4,1,2013
"20701","WI1570104",2,6,2,1892
"20702","WI1570113",6,33,2,91
"20703","WI1570130",1,1,1,2197
"20704","WI1570243",1,5,1,29
"20705","WI1570849",2,7,2,2954
"20706","WI1570862",1,5,1,30
"20707","WI1570863",2,10,1,30
"20708","WI1571054",2,13,1,364
"20709","WI1571068",1,6,1,29
"20710","WI2300174",1,4,1,1455
"20711","WI2300227",2,8,1,1923
"20712","WI2300357",2,8,1,1287
"20713","WI2300699",1,4,1,1740
"20714","WI2300871",2,8,1,382
"20715","WI2301204",3,15,1,30
"20716","WI2301478",1,5,1,30
"20717","WI2301549",1,5,1,29
"20718","WI2301563",1,5,1,30
"20719","WI2301577",1,4,1,227
"20720","WI2410118",1,2,1,589
"20721","WI2410172",4,21,1,91
"20722","WI2460113",5,27,1,364
"20723","WI2460152",1,4,1,985
"20724","WI2460154",1,6,1,29
"20725","WI2460162",2,10,1,2216
"20726","WI2460208",1,6,1,91
"20727","WI2460850",1,6,1,29
"20728","WI2461598",1,6,1,30
"20729","WI2520062",1,2,1,3109
"20730","WI2520204",6,22,4,2715
"20731","WI2520248",1,5,1,91
"20732","WI2520272",1,4,1,1923
"20733","WI2520325",1,4,1,970
"20734","WI2520393",1,5,1,30
"20735","WI2520438",3,15,1,30
"20736","WI2521220",1,5,1,29
"20737","WI2521268",1,5,1,29
"20738","WI2521420",1,4,1,29
"20739","WI2522125",2,10,1,29
"20740","WI2522803",9,66,3,644
"20741","WI2522819",3,15,1,492
"20742","WI2650058",5,18,3,3109
"20743","WI2650062",8,43,3,689
"20744","WI2650126",2,8,2,2744
"20745","WI2650127",2,9,1,90
"20746","WI2650149",1,4,1,1238
"20747","WI2650171",1,5,1,29
"20748","WI2650173",2,11,2,30
"20749","WI2650211",1,1,1,189
"20750","WI2650252",2,9,2,3109
"20751","WI2650341",1,4,1,30
"20752","WI2650389",2,10,2,1648
"20753","WI2650393",1,4,1,515
"20754","WI2650399",5,23,1,91
"20755","WI2650422",2,9,2,30
"20756","WI2650466",1,6,1,30
"20757","WI2650822",1,5,1,30
"20758","WI2650979",1,5,1,29
"20759","WI2651179",7,35,1,91
"20760","WI2651765",4,20,1,30
"20761","WI2651850",1,5,1,29
"20762","WI2651854",2,10,1,30
"20763","WI2651873",3,7,2,1466
"20764","WI2651900",1,7,1,91
"20765","WI2670123",1,4,1,1283
"20766","WI2670133",1,6,1,29
"20767","WI2670171",1,4,1,190
"20768","WI2670178",1,4,1,1294
"20769","WI2670245",1,7,1,29
"20770","WI2670319",1,6,1,30
"20771","WI2670321",1,4,1,1375
"20772","WI2670354",1,4,1,251
"20773","WI2670398",3,12,2,1914
"20774","WI2670483",3,15,1,30
"20775","WI2670636",1,4,1,248
"20776","WI2671357",2,13,1,30
"20777","WI2671975",1,6,1,29
"20778","WI2672025",1,5,1,29
"20779","WI2672033",1,6,1,30
"20780","WI2680082",1,7,1,2414
"20781","WI2680185",2,8,2,1887
"20782","WI2680202",2,4,1,1770
"20783","WI2680203",1,5,1,30
"20784","WI2680214",10,71,1,91
"20785","WI2680229",7,19,2,1192
"20786","WI2680233",47,298,1,91
"20787","WI2680238",176,928,1,91
"20788","WI2680246",1,4,1,827
"20789","WI2680253",7,28,1,91
"20790","WI2680276",2,12,1,2591
"20791","WI2680277",1,2,1,2378
"20792","WI2680362",1,4,1,827
"20793","WI2680483",1,6,1,30
"20794","WI2680623",4,25,2,365
"20795","WI2680632",1,4,1,950
"20796","WI2680635",1,6,1,27
"20797","WI2680639",1,4,1,432
"20798","WI2680648",1,6,1,30
"20799","WI2680704",1,9,1,29
"20800","WI2680753",1,4,1,1592
"20801","WI2681000",1,4,1,913
"20802","WI2681033",1,4,1,1557
"20803","WI2681036",1,4,1,1527
"20804","WI2681091",1,5,1,29
"20805","WI2681104",1,7,1,30
"20806","WI2681558",1,6,1,29
"20807","WI2681873",1,5,1,30
"20808","WI2682253",3,12,2,972
"20809","WI2682639",1,5,1,30
"20810","WI2682867",1,6,1,29
"20811","WI2683440",1,5,1,30
"20812","WI2684451",1,6,1,30
"20813","WI2684463",1,4,1,1161
"20814","WI2684464",2,8,1,1527
"20815","WI2684573",2,12,1,29
"20816","WI2684732",1,4,1,955
"20817","WI2684735",1,6,1,29
"20818","WI2685118",1,4,1,1527
"20819","WI2685615",2,13,1,30
"20820","WI2685954",1,4,1,897
"20821","WI2686048",1,4,1,1097
"20822","WI2686118",14,99,1,91
"20823","WI2686330",1,4,1,1111
"20824","WI2686554",1,4,1,955
"20825","WI2686588",8,72,1,91
"20826","WI2686608",1,3,1,1168
"20827","WI2686655",19,191,1,91
"20828","WI3130017",1,5,1,30
"20829","WI4050030",1,4,1,91
"20830","WI4050093",1,4,1,30
"20831","WI4050588",1,5,1,29
"20832","WI4050693",2,10,1,30
"20833","WI4050726",1,4,1,90
"20834","WI4051031",1,4,1,91
"20835","WI4051418",1,3,1,89
"20836","WI4080221",1,7,1,786
"20837","WI4080270",1,4,1,2013
"20838","WI4080296",1,5,1,29
"20839","WI4080375",3,11,1,30
"20840","WI4150275",1,5,1,30
"20841","WI4150289",1,5,1,29
"20842","WI4150312",2,10,2,29
"20843","WI4150328",3,16,3,2484
"20844","WI4150352",2,11,2,30
"20845","WI4150355",1,5,1,30
"20846","WI4150362",1,5,1,27
"20847","WI4150382",1,5,1,29
"20848","WI4150413",4,20,2,1375
"20849","WI4150414",1,5,1,29
"20850","WI4150421",1,1,1,218
"20851","WI4150428",3,14,1,30
"20852","WI4150524",3,15,2,30
"20853","WI4150535",1,5,1,29
"20854","WI4150572",2,10,2,30
"20855","WI4150587",1,5,1,29
"20856","WI4150642",1,5,1,30
"20857","WI4150677",3,12,1,1923
"20858","WI4150685",1,3,1,401
"20859","WI4150687",1,3,1,644
"20860","WI4150885",2,10,1,30
"20861","WI4150896",2,10,1,30
"20862","WI4150913",1,5,1,29
"20863","WI4150942",1,5,1,29
"20864","WI4151196",3,15,2,30
"20865","WI4151206",1,5,1,30
"20866","WI4151250",1,5,1,29
"20867","WI4151667",1,4,1,30
"20868","WI4151838",3,11,2,233
"20869","WI4151942",3,7,2,400
"20870","WI4190087",1,4,1,293
"20871","WI4190175",1,5,1,29
"20872","WI4190195",2,10,2,1447
"20873","WI4190217",1,6,1,2145
"20874","WI4200079",2,10,1,30
"20875","WI4200254",6,22,1,364
"20876","WI4200405",1,7,1,91
"20877","WI4200575",1,5,1,29
"20878","WI4200588",7,49,1,91
"20879","WI4200677",1,5,1,29
"20880","WI4201490",6,91,2,91
"20881","WI4201524",1,2,1,977
"20882","WI4201529",1,6,1,365
"20883","WI4310134",1,7,1,364
"20884","WI4310174",1,4,1,735
"20885","WI4310388",1,5,1,29
"20886","WI4360013",1,5,1,28
"20887","WI4360427",2,8,2,3109
"20888","WI4360431",2,9,2,505
"20889","WI4360502",1,5,1,30
"20890","WI4360675",1,4,1,89
"20891","WI4361319",2,10,1,30
"20892","WI4380039",1,3,1,1100
"20893","WI4380305",2,10,2,30
"20894","WI4380436",1,4,1,90
"20895","WI4380438",2,10,1,91
"20896","WI4380440",1,2,1,3077
"20897","WI4380444",3,16,2,2754
"20898","WI4380526",1,5,1,30
"20899","WI4380541",1,4,1,364
"20900","WI4380549",1,5,1,364
"20901","WI4380565",2,10,2,1344
"20902","WI4380636",1,3,1,1100
"20903","WI4380645",1,5,1,29
"20904","WI4380657",1,5,1,29
"20905","WI4380668",1,4,1,1111
"20906","WI4380710",2,10,1,30
"20907","WI4380722",2,10,2,30
"20908","WI4380813",1,5,1,30
"20909","WI4380998",1,5,1,29
"20910","WI4390169",1,12,1,364
"20911","WI4390175",2,15,1,91
"20912","WI4390443",4,20,2,30
"20913","WI4390459",1,5,1,29
"20914","WI4390651",1,5,1,365
"20915","WI4430495",2,13,1,89
"20916","WI4430498",1,2,1,2298
"20917","WI4430522",1,5,1,30
"20918","WI4430542",1,3,1,1130
"20919","WI4430550",2,10,1,30
"20920","WI4430592",1,3,1,1069
"20921","WI4430789",1,4,1,29
"20922","WI4430791",1,5,1,29
"20923","WI4430793",1,5,1,29
"20924","WI4430826",1,5,1,30
"20925","WI4450448",1,5,1,30
"20926","WI4450503",1,2,1,977
"20927","WI4450523",3,14,2,602
"20928","WI4450606",2,10,2,29
"20929","WI4450623",1,4,1,2013
"20930","WI4590283",1,7,1,364
"20931","WI4590373",3,18,1,91
"20932","WI4590457",1,4,1,1497
"20933","WI4590547",2,8,1,2532
"20934","WI4590573",1,4,1,916
"20935","WI4590671",2,14,1,364
"20936","WI4590700",1,5,1,30
"20937","WI4590890",1,5,1,365
"20938","WI4600435",1,2,1,796
"20939","WI4600494",1,5,1,29
"20940","WI4600532",1,6,1,29
"20941","WI4600543",1,5,1,29
"20942","WI4600704",2,12,1,30
"20943","WI4601897",1,5,1,29
"20944","WI4690255",2,10,1,30
"20945","WI4690273",2,10,1,30
"20946","WI4690471",1,5,1,29
"20947","WI4690499",1,5,1,30
"20948","WI4690626",1,9,1,365
"20949","WI4690653",2,10,1,30
"20950","WI4690800",1,5,1,29
"20951","WI4690931",3,15,1,30
"20952","WI4691049",3,15,1,91
"20953","WI4700027",2,14,2,364
"20954","WI4700210",3,15,2,30
"20955","WI4700267",2,5,2,997
"20956","WI4700276",1,5,1,29
"20957","WI4700348",1,5,1,29
"20958","WI4700383",1,6,1,365
"20959","WI4700652",1,5,1,29
"20960","WI4710354",7,61,1,91
"20961","WI4710548",3,17,2,30
"20962","WI4710594",1,5,1,30
"20963","WI4710600",1,6,1,89
"20964","WI4710975",1,5,1,30
"20965","WI6030002",1,3,1,2533
"20966","WI6030026",1,5,1,29
"20967","WI6030127",2,9,1,30
"20968","WI6030138",1,5,1,29
"20969","WI6030143",2,6,2,1831
"20970","WI6030174",1,3,1,2533
"20971","WI6030345",1,5,1,30
"20972","WI6030572",1,5,1,365
"20973","WI6030656",1,4,1,2591
"20974","WI6031014",2,10,1,30
"20975","WI6031066",1,4,1,89
"20976","WI6031083",3,12,2,2105
"20977","WI6031122",4,19,4,364
"20978","WI6031142",2,7,2,365
"20979","WI6031143",2,7,2,365
"20980","WI6060172",1,4,1,30
"20981","WI6060193",2,7,2,2369
"20982","WI6060214",1,6,1,365
"20983","WI6060300",4,20,2,1774
"20984","WI6060311",1,5,1,29
"20985","WI6060324",1,5,1,29
"20986","WI6060326",2,8,1,30
"20987","WI6060335",2,10,1,30
"20988","WI6090451",1,4,1,568
"20989","WI6090458",2,7,1,29
"20990","WI6090459",1,4,1,90
"20991","WI6090461",2,9,1,30
"20992","WI6090462",1,4,1,30
"20993","WI6090595",1,5,1,30
"20994","WI6090599",1,5,1,29
"20995","WI6090615",1,5,1,30
"20996","WI6090638",1,5,1,30
"20997","WI6090667",1,5,1,29
"20998","WI6090676",1,6,1,365
"20999","WI6091130",1,6,1,364
"21000","WI6091423",1,7,1,364
